sentence,hypothesis_simple,hypothesis_traditional,clean_sentence,clean_hypothesis_simple,clean_hypothesis_traditional,training_time
明治时期是松山开始近代化的时代。,明智时期是松山开始近代化的时代。,明智時期是松山開始近代化的時代。,明治时期是松山开始近代化的时代,明智时期是松山开始近代化的时代,明智時期是松山開始近代化的時代,1196.6126444339752
制药工业是敦化的支柱产业之一。,志耀工业是登化的支柱产业之一。,志耀工業是登化的支柱產業之一。,制药工业是敦化的支柱产业之一,志耀工业是登化的支柱产业之一,志耀工業是登化的支柱產業之一,1196.6126444339752
克里斯托弗二世。,克里斯托福二世,克里斯托福二世,克里斯托弗二世,克里斯托福二世,克里斯托福二世,1196.6126444339752
商朝已经出现信史。,商草已经出现现实,商草已經出現現實,商朝已经出现信史,商草已经出现现实,商草已經出現現實,1196.6126444339752
雷诺还在上学的时候他的父母就去世了。,"雷诺还在上学的时候,他的父母就去世了。","雷諾還在上學的時候,他的父母就去世了。",雷诺还在上学的时候他的父母就去世了,雷诺还在上学的时候 他的父母就去世了,雷諾還在上學的時候 他的父母就去世了,1196.6126444339752
同年废除。,投年废除,投年廢除,同年废除,投年废除,投年廢除,1196.6126444339752
当地相传是由圣伯多禄开教。,当地相传适由圣博多路开轿,当地相传适由圣博多路开轿,当地相传是由圣伯多禄开教,当地相传适由圣博多路开轿,当地相传适由圣博多路开轿,1196.6126444339752
盈盈是西非人。,营营是西飞人,營營是西飛人,盈盈是西非人,营营是西飞人,營營是西飛人,1196.6126444339752
他在此前曾担任过参议院的发言人。,他在此前承担任过参议院的发言人,他在此前承担任过参议院的发言人,他在此前曾担任过参议院的发言人,他在此前承担任过参议院的发言人,他在此前承担任过参议院的发言人,1196.6126444339752
小区仿银杏蟹为扇蟹科仿银杏蟹属的动物。,小区防营性线为善线和防营性线处的动物。,小區防營性線為善線和防營性線處的動物。,小区仿银杏蟹为扇蟹科仿银杏蟹属的动物,小区防营性线为善线和防营性线处的动物,小區防營性線為善線和防營性線處的動物,1196.6126444339752
他喜爱打保龄球。,他喜爱打宝灵球,他喜愛打寶靈球,他喜爱打保龄球,他喜爱打宝灵球,他喜愛打寶靈球,1196.6126444339752
胡璧城是光绪丁酉科举人。,湖壁城市光序定有科技人。,湖壁城市光序定有科技人。,胡璧城是光绪丁酉科举人,湖壁城市光序定有科技人,湖壁城市光序定有科技人,1196.6126444339752
渐渐长大,键键创刀,鍵鍵創刀,渐渐长大,键键创刀,鍵鍵創刀,1196.6126444339752
他是香港本土培养的第一代有卓越成就的画家之一。,它是香港本土培养的第一代有着月成就的画家之一,它是香港本土培养的第一代有着月成就的画家之一,他是香港本土培养的第一代有卓越成就的画家之一,它是香港本土培养的第一代有着月成就的画家之一,它是香港本土培养的第一代有着月成就的画家之一,1196.6126444339752
大众金融控股旗下的大众财务有限公司。,他中金融控股旗下的大众财务有限公司,他中金融控股旗下的大众财务有限公司,大众金融控股旗下的大众财务有限公司,他中金融控股旗下的大众财务有限公司,他中金融控股旗下的大众财务有限公司,1196.6126444339752
他是国防军内的抵抗组织核心人员。,他是国防军内的抵抗组织和信任员,他是國防軍內的抵抗組織和信任員,他是国防军内的抵抗组织核心人员,他是国防军内的抵抗组织和信任员,他是國防軍內的抵抗組織和信任員,1196.6126444339752
中国文化部部长沈雁冰题写刊名。,中国文化部部长沈岩宾提醒看明,中國文化部部長沈岩賓提醒看明,中国文化部部长沈雁冰题写刊名,中国文化部部长沈岩宾提醒看明,中國文化部部長沈岩賓提醒看明,1196.6126444339752
藏外文献是指巴利三藏结集后各种巴利语佛教典籍。,在外文县市指八里三藏结局后各种八利与佛教典积。,在外文县市指八里三藏结局后各种八利与佛教典积。,藏外文献是指巴利三藏结集后各种巴利语佛教典籍,在外文县市指八里三藏结局后各种八利与佛教典积,在外文县市指八里三藏结局后各种八利与佛教典积,1196.6126444339752
康德在本书中主要探讨了道德哲学的问题。,抗德在本书中主要探讨了道德哲学的问题,抗德在本書中主要探討了道德哲學的問題,康德在本书中主要探讨了道德哲学的问题,抗德在本书中主要探讨了道德哲学的问题,抗德在本書中主要探討了道德哲學的問題,1196.6126444339752
庄也不向吴之荣行贿。,装也不像无知容行徽,裝也不像無知容行徽,庄也不向吴之荣行贿,装也不像无知容行徽,裝也不像無知容行徽,1196.6126444339752
一些人则是被俘虏后遭到处决。,一些人则是被扶鲁后遭到出局,一些人則是被扶魯後遭到出局,一些人则是被俘虏后遭到处决,一些人则是被扶鲁后遭到出局,一些人則是被扶魯後遭到出局,1196.6126444339752
可煎汤内服或外洗或捣烂外敷。,可监他那幅或外洗或倒烂外幅,可监他那幅或外洗或倒爛外幅,可煎汤内服或外洗或捣烂外敷,可监他那幅或外洗或倒烂外幅,可监他那幅或外洗或倒爛外幅,1196.6126444339752
第一部前半段的剧情。,第一步前半段的剧情,第一步前半段的劇情,第一部前半段的剧情,第一步前半段的剧情,第一步前半段的劇情,1196.6126444339752
他们都十分高兴,他们都十分高兴,他们都十分高兴,他们都十分高兴,他们都十分高兴,他们都十分高兴,1196.6126444339752
到底在哪里搭,到底在哪里的?,到底在哪里的?,到底在哪里搭,到底在哪里的,到底在哪里的,1196.6126444339752
甘泉作为县名曾短暂在扬州地区恢复。,甘全作为宪民曾短暂在洋洲地区恢复,甘全作為憲民曾短暫在洋洲地區恢復,甘泉作为县名曾短暂在扬州地区恢复,甘全作为宪民曾短暂在洋洲地区恢复,甘全作為憲民曾短暫在洋洲地區恢復,1196.6126444339752
是一座具有现代建筑特征的洋房。,是一座具有现在建筑特征的洋房,是一座具有现在建筑特征的洋房,是一座具有现代建筑特征的洋房,是一座具有现在建筑特征的洋房,是一座具有现在建筑特征的洋房,1196.6126444339752
个性温和。,各信温和,各信溫和,个性温和,各信温和,各信溫和,1196.6126444339752
属赣州路。,速干粥路,速幹粥路,属赣州路,速干粥路,速幹粥路,1196.6126444339752
也称作福禄人。,叉,叉,也称作福禄人,叉,叉,1196.6126444339752
首府塔克拉利亚。,说服塔克拉里亚,说服塔克拉里亚,首府塔克拉利亚,说服塔克拉里亚,说服塔克拉里亚,1196.6126444339752
恋尿布是指在生理上并无排泄上的疾病问题或障碍却有使用尿布的需求或习惯的现象。,"捏尿布是指在身里上,并无排泄上的其并问题,或障碍却有使用尿布的需求或习惯的现象。","捏尿布是指在身里上,并无排泄上的其并问题,或障碍却有使用尿布的需求或习惯的现象。",恋尿布是指在生理上并无排泄上的疾病问题或障碍却有使用尿布的需求或习惯的现象,捏尿布是指在身里上 并无排泄上的其并问题 或障碍却有使用尿布的需求或习惯的现象,捏尿布是指在身里上 并无排泄上的其并问题 或障碍却有使用尿布的需求或习惯的现象,1196.6126444339752
鸟苷经过磷酸化之后可变成鸟苷单磷酸。,尿竿经过粘酸化了之后可变成尿竿丹粘酸。,尿竿经过粘酸化了之后可变成尿竿丹粘酸。,鸟苷经过磷酸化之后可变成鸟苷单磷酸,尿竿经过粘酸化了之后可变成尿竿丹粘酸,尿竿经过粘酸化了之后可变成尿竿丹粘酸,1196.6126444339752
县治森特维尔。,限制生透尾尔,限制生透尾尔,县治森特维尔,限制生透尾尔,限制生透尾尔,1196.6126444339752
没有设置自动售票机等设备。,"没有设置直动设备, 机等设备","沒有設置直動設備, 機等設備",没有设置自动售票机等设备,没有设置直动设备 机等设备,沒有設置直動設備 機等設備,1196.6126444339752
最终三家航空公司接受了三引擎的提议。,最终三家航空公司接受了三眼前的提议,最終三家航空公司接受了三眼前的提議,最终三家航空公司接受了三引擎的提议,最终三家航空公司接受了三眼前的提议,最終三家航空公司接受了三眼前的提議,1196.6126444339752
普兰吉。,符南奇,符南奇,普兰吉,符南奇,符南奇,1196.6126444339752
但她的作品也遭到了部分读者的斥责与不满。,但他的作品也遭到了部分独自的刺责与不满,但他的作品也遭到了部分独自的刺責與不滿,但她的作品也遭到了部分读者的斥责与不满,但他的作品也遭到了部分独自的刺责与不满,但他的作品也遭到了部分独自的刺責與不滿,1196.6126444339752
阿尔图纳是美国艾奥瓦州波尔克县的一个城市。,二 赌那是美国爱奥亚州布尔科县的一个城市,二 賭那是美國愛奧亞州布爾科縣的一個城市,阿尔图纳是美国艾奥瓦州波尔克县的一个城市,二 赌那是美国爱奥亚州布尔科县的一个城市,二 賭那是美國愛奧亞州布爾科縣的一個城市,1196.6126444339752
所以各个体都能都能依照领导人的意思行动。,各位各位可以到年老人的意思行动,各位各位可以到年老人的意思行動,所以各个体都能都能依照领导人的意思行动,各位各位可以到年老人的意思行动,各位各位可以到年老人的意思行動,1196.6126444339752
来到地球后爱上了地球的大自然。,"来到地球后,爱上地球的大自然","來到地球後,愛上地球的大自然",来到地球后爱上了地球的大自然,来到地球后 爱上地球的大自然,來到地球後 愛上地球的大自然,1196.6126444339752
各式各样的塔帕斯组合起来甚至可以成为一顿完整的正餐。,"各式各样的法法师祖国起来,甚至可以成为一顿完整的正参。","各式各样的法法师祖国起来,甚至可以成为一顿完整的正参。",各式各样的塔帕斯组合起来甚至可以成为一顿完整的正餐,各式各样的法法师祖国起来 甚至可以成为一顿完整的正参,各式各样的法法师祖国起来 甚至可以成为一顿完整的正参,1196.6126444339752
后加右都御史。,好家又有多浴室,好家又有多浴室,后加右都御史,好家又有多浴室,好家又有多浴室,1196.6126444339752
第二战由金李对抗波里斯。,第二在由君里的康佛里斯,第二在由君里的康佛里斯,第二战由金李对抗波里斯,第二在由君里的康佛里斯,第二在由君里的康佛里斯,1196.6126444339752
首任校长德本康夫人。,所认笑的 德本康夫人,所認笑的 德本康夫人,首任校长德本康夫人,所认笑的 德本康夫人,所認笑的 德本康夫人,1196.6126444339752
该组织是英国社会主义工人党领导的国际社会主义倾向的成员。,"该组织是英国社会主义工人党年老的国际社会主义,倾向的成员。","該組織是英國社會主義工人黨年老的國際社會主義,傾向的成員。",该组织是英国社会主义工人党领导的国际社会主义倾向的成员,该组织是英国社会主义工人党年老的国际社会主义 倾向的成员,該組織是英國社會主義工人黨年老的國際社會主義 傾向的成員,1196.6126444339752
