sentence,hypothesis_simple,hypothesis_traditional,clean_sentence,clean_hypothesis_simple,clean_hypothesis_traditional,training_time
她的文章表明，女性有可能公开从事政治活动，而等其他女性作家则效仿她。,她的文章表明女性有可能公开从事政治活动而等其他女性作家则效仿她,她的文章表明女性有可能公開從事政治活動而等其他女性作家則效仿她,她的文章表明 女性有可能公开从事政治活动 而等其他女性作家则效仿她,她的文章表明女性有可能公开从事政治活动而等其他女性作家则效仿她,她的文章表明女性有可能公開從事政治活動而等其他女性作家則效仿她,4195.143456459045
担任香港伟确投资集团董事长。,担任香港尾阙投资集团董事长,擔任香港尾闕投資集團董事長,担任香港伟确投资集团董事长,担任香港尾阙投资集团董事长,擔任香港尾闕投資集團董事長,4195.143456459045
明治时期是松山开始近代化的时代。,明治时期是嵩山开始近代化的时代,明治时期是嵩山开始近代化的时代,明治时期是松山开始近代化的时代,明治时期是嵩山开始近代化的时代,明治时期是嵩山开始近代化的时代,4195.143456459045
制药工业是敦化的支柱产业之一。,治药工业是敦化的支柱产业之一,治药工业是敦化的支柱产业之一,制药工业是敦化的支柱产业之一,治药工业是敦化的支柱产业之一,治药工业是敦化的支柱产业之一,4195.143456459045
克里斯托弗二世。,克里斯托弗二世,克里斯托弗二世,克里斯托弗二世,克里斯托弗二世,克里斯托弗二世,4195.143456459045
商朝已经出现信史。,商朝已经出现姓氏,商朝已经出现姓氏,商朝已经出现信史,商朝已经出现姓氏,商朝已经出现姓氏,4195.143456459045
雷诺还在上学的时候他的父母就去世了。,"雷诺还在上学的时候,他的父母就去世了。","雷諾還在上學的時候,他的父母就去世了。",雷诺还在上学的时候他的父母就去世了,雷诺还在上学的时候 他的父母就去世了,雷諾還在上學的時候 他的父母就去世了,4195.143456459045
同年废除。,童年废除,童年废除,同年废除,童年废除,童年废除,4195.143456459045
当地相传是由圣伯多禄开教。,当地乡传是由盛伯多禄开教,当地乡传是由盛伯多禄开教,当地相传是由圣伯多禄开教,当地乡传是由盛伯多禄开教,当地乡传是由盛伯多禄开教,4195.143456459045
盈盈是西非人。,盈盈是西非人,盈盈是西非人,盈盈是西非人,盈盈是西非人,盈盈是西非人,4195.143456459045
他在此前曾担任过参议院的发言人。,他在此前曾担任过参议院的发言人,他在此前曾擔任過參議院的發言人,他在此前曾担任过参议院的发言人,他在此前曾担任过参议院的发言人,他在此前曾擔任過參議院的發言人,4195.143456459045
小区仿银杏蟹为扇蟹科仿银杏蟹属的动物。,小区访营性蟹为扇蟹科访营性蟹鼠的动物,小区访营性蟹为扇蟹科访营性蟹鼠的动物,小区仿银杏蟹为扇蟹科仿银杏蟹属的动物,小区访营性蟹为扇蟹科访营性蟹鼠的动物,小区访营性蟹为扇蟹科访营性蟹鼠的动物,4195.143456459045
他喜爱打保龄球。,他喜爱打保龄球,他喜愛打保齡球,他喜爱打保龄球,他喜爱打保龄球,他喜愛打保齡球,4195.143456459045
胡璧城是光绪丁酉科举人。,胡碧晨是光绪丁友科举人,胡碧晨是光緒丁友科舉人,胡璧城是光绪丁酉科举人,胡碧晨是光绪丁友科举人,胡碧晨是光緒丁友科舉人,4195.143456459045
渐渐长大,渐渐长大,漸漸長大,渐渐长大,渐渐长大,漸漸長大,4195.143456459045
他是香港本土培养的第一代有卓越成就的画家之一。,他是香港本土培养的第一代有卓越成就的画家之一。,他是香港本土培養的第一代有卓越成就的畫家之一。,他是香港本土培养的第一代有卓越成就的画家之一,他是香港本土培养的第一代有卓越成就的画家之一,他是香港本土培養的第一代有卓越成就的畫家之一,4195.143456459045
大众金融控股旗下的大众财务有限公司。,大众财务有限公司,大众财务有限公司,大众金融控股旗下的大众财务有限公司,大众财务有限公司,大众财务有限公司,4195.143456459045
他是国防军内的抵抗组织核心人员。,他是国防军内的抵抗组织和新人员。,他是國防軍內的抵抗組織和新人員。,他是国防军内的抵抗组织核心人员,他是国防军内的抵抗组织和新人员,他是國防軍內的抵抗組織和新人員,4195.143456459045
中国文化部部长沈雁冰题写刊名。,中国文化部部长沈彦斌提起看明,中国文化部部长沈彦斌提起看明,中国文化部部长沈雁冰题写刊名,中国文化部部长沈彦斌提起看明,中国文化部部长沈彦斌提起看明,4195.143456459045
藏外文献是指巴利三藏结集后各种巴利语佛教典籍。,藏外文献是指巴厘三藏结局后各种巴厘与佛教连接。,藏外文献是指巴厘三藏结局后各种巴厘与佛教连接。,藏外文献是指巴利三藏结集后各种巴利语佛教典籍,藏外文献是指巴厘三藏结局后各种巴厘与佛教连接,藏外文献是指巴厘三藏结局后各种巴厘与佛教连接,4195.143456459045
康德在本书中主要探讨了道德哲学的问题。,康德在本书中主要探讨了道德哲学的问题。,康德在本书中主要探讨了道德哲学的问题。,康德在本书中主要探讨了道德哲学的问题,康德在本书中主要探讨了道德哲学的问题,康德在本书中主要探讨了道德哲学的问题,4195.143456459045
庄也不向吴之荣行贿。,妆也不像吴之荣行贿。,妝也不像吴之荣行贿。,庄也不向吴之荣行贿,妆也不像吴之荣行贿,妝也不像吴之荣行贿,4195.143456459045
一些人则是被俘虏后遭到处决。,一些人则是被俘虏后遭到处决。,一些人则是被俘虏后遭到处决。,一些人则是被俘虏后遭到处决,一些人则是被俘虏后遭到处决,一些人则是被俘虏后遭到处决,4195.143456459045
可煎汤内服或外洗或捣烂外敷。,可煎汤内服或外洗或捣烂外敷,可煎汤内服或外洗或捣烂外敷,可煎汤内服或外洗或捣烂外敷,可煎汤内服或外洗或捣烂外敷,可煎汤内服或外洗或捣烂外敷,4195.143456459045
第一部前半段的剧情。,第一部前半段的剧情,第一部前半段的剧情,第一部前半段的剧情,第一部前半段的剧情,第一部前半段的剧情,4195.143456459045
他们都十分高兴,他们都十分高兴,他們都十分高興,他们都十分高兴,他们都十分高兴,他們都十分高興,4195.143456459045
到底在哪里搭,到底在哪里呢?,到底在哪里呢?,到底在哪里搭,到底在哪里呢,到底在哪里呢,4195.143456459045
甘泉作为县名曾短暂在扬州地区恢复。,"甘泉作为县民,曾短暂在扬州地区恢复。","甘泉作为县民,曾短暂在扬州地区恢复。",甘泉作为县名曾短暂在扬州地区恢复,甘泉作为县民 曾短暂在扬州地区恢复,甘泉作为县民 曾短暂在扬州地区恢复,4195.143456459045
是一座具有现代建筑特征的洋房。,是一座具有现代建筑特征的洋房,是一座具有现代建筑特征的洋房,是一座具有现代建筑特征的洋房,是一座具有现代建筑特征的洋房,是一座具有现代建筑特征的洋房,4195.143456459045
个性温和。,个性温和,个性温和,个性温和,个性温和,个性温和,4195.143456459045
属赣州路。,苏赣州路,蘇贛州路,属赣州路,苏赣州路,蘇贛州路,4195.143456459045
也称作福禄人。,也称作俘虏人,也稱作俘虜人,也称作福禄人,也称作俘虏人,也稱作俘虜人,4195.143456459045
首府塔克拉利亚。,瑟夫塔克拉迪亚,瑟夫塔克拉迪亚,首府塔克拉利亚,瑟夫塔克拉迪亚,瑟夫塔克拉迪亚,4195.143456459045
恋尿布是指在生理上并无排泄上的疾病问题或障碍却有使用尿布的需求或习惯的现象。,"念尿布是指在生理上,并无排泄上的疾病问题或障碍却有使用尿布的需求或习惯的现象。","念尿布是指在生理上,并无排泄上的疾病问题或障碍却有使用尿布的需求或习惯的现象。",恋尿布是指在生理上并无排泄上的疾病问题或障碍却有使用尿布的需求或习惯的现象,念尿布是指在生理上 并无排泄上的疾病问题或障碍却有使用尿布的需求或习惯的现象,念尿布是指在生理上 并无排泄上的疾病问题或障碍却有使用尿布的需求或习惯的现象,4195.143456459045
鸟苷经过磷酸化之后可变成鸟苷单磷酸。,"咬肝经过磷酸化后,可变成咬肝单磷酸。","咬肝经过磷酸化后,可变成咬肝单磷酸。",鸟苷经过磷酸化之后可变成鸟苷单磷酸,咬肝经过磷酸化后 可变成咬肝单磷酸,咬肝经过磷酸化后 可变成咬肝单磷酸,4195.143456459045
县治森特维尔。,限制深特维尔,限制深特維爾,县治森特维尔,限制深特维尔,限制深特維爾,4195.143456459045
没有设置自动售票机等设备。,没有设置自动售票机等设备,沒有設置自動售票機等設備,没有设置自动售票机等设备,没有设置自动售票机等设备,沒有設置自動售票機等設備,4195.143456459045
最终三家航空公司接受了三引擎的提议。,最终三家航空公司接受了三眼前的提议,最终三家航空公司接受了三眼前的提议,最终三家航空公司接受了三引擎的提议,最终三家航空公司接受了三眼前的提议,最终三家航空公司接受了三眼前的提议,4195.143456459045
普兰吉。,凤南集,鳳南集,普兰吉,凤南集,鳳南集,4195.143456459045
但她的作品也遭到了部分读者的斥责与不满。,但他的作品也遭到了部分读者的斥责与不满。,但他的作品也遭到了部分读者的斥责与不满。,但她的作品也遭到了部分读者的斥责与不满,但他的作品也遭到了部分读者的斥责与不满,但他的作品也遭到了部分读者的斥责与不满,4195.143456459045
阿尔图纳是美国艾奥瓦州波尔克县的一个城市。,阿尔卜纳是美国爱奥瓦州波尔克县的一个城市,阿爾卜納是美國愛奧瓦州波爾克縣的一個城市,阿尔图纳是美国艾奥瓦州波尔克县的一个城市,阿尔卜纳是美国爱奥瓦州波尔克县的一个城市,阿爾卜納是美國愛奧瓦州波爾克縣的一個城市,4195.143456459045
所以各个体都能都能依照领导人的意思行动。,所以个个体都能依照领导人的意志行动,所以個個體都能依照領導人的意志行動,所以各个体都能都能依照领导人的意思行动,所以个个体都能依照领导人的意志行动,所以個個體都能依照領導人的意志行動,4195.143456459045
来到地球后爱上了地球的大自然。,"来到地球后,爱上了地球的大自然。","來到地球後,愛上了地球的大自然。",来到地球后爱上了地球的大自然,来到地球后 爱上了地球的大自然,來到地球後 愛上了地球的大自然,4195.143456459045
各式各样的塔帕斯组合起来甚至可以成为一顿完整的正餐。,各式各样的塔巴斯祖国起来甚至可以成为一顿完整的正餐,各式各样的塔巴斯祖国起来甚至可以成为一顿完整的正餐,各式各样的塔帕斯组合起来甚至可以成为一顿完整的正餐,各式各样的塔巴斯祖国起来甚至可以成为一顿完整的正餐,各式各样的塔巴斯祖国起来甚至可以成为一顿完整的正餐,4195.143456459045
后加右都御史。,后加又多日式,後加又多日式,后加右都御史,后加又多日式,後加又多日式,4195.143456459045
第二战由金李对抗波里斯。,第二战由军与对抗波利斯,第二戰由軍與對抗波利斯,第二战由金李对抗波里斯,第二战由军与对抗波利斯,第二戰由軍與對抗波利斯,4195.143456459045
首任校长德本康夫人。,所任校长得分康复人,所任校長得分康復人,首任校长德本康夫人,所任校长得分康复人,所任校長得分康復人,4195.143456459045
该组织是英国社会主义工人党领导的国际社会主义倾向的成员。,该组织是英国社会主义工人党领导的国际社会主义倾向的成员。,该组织是英国社会主义工人党领导的国际社会主义倾向的成员。,该组织是英国社会主义工人党领导的国际社会主义倾向的成员,该组织是英国社会主义工人党领导的国际社会主义倾向的成员,该组织是英国社会主义工人党领导的国际社会主义倾向的成员,4195.143456459045
